sseqid,canonical_id,display_name,gbk_type,category,function_class,cassette_role,tier,verification_status,length_bp,organism_context
SPLICIFY_NONCDS_UNKNOWN_CONTAINS_CL_UNKNOWN_562,UNKNOWN_CONTAINS__CL_UNKNOWN_562,Contains,misc_feature,UNKNOWN,Contains,unknown,silver,unverified,599,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CONTAINS_CL_UNKNOWN_584,UNKNOWN_CONTAINS__CL_UNKNOWN_584,Contains,misc_feature,UNKNOWN,Contains,unknown,silver,unverified,1812,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CONTAINS_CL_UNKNOWN_625,UNKNOWN_CONTAINS__CL_UNKNOWN_625,Contains,misc_feature,UNKNOWN,Contains,unknown,silver,unverified,497,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CONTAINS_CL_UNKNOWN_701,UNKNOWN_CONTAINS__CL_UNKNOWN_701,Contains,misc_feature,UNKNOWN,Contains,unknown,silver,unverified,318,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CONTAINS_CL_UNKNOWN_702,UNKNOWN_CONTAINS__CL_UNKNOWN_702,Contains,misc_feature,UNKNOWN,Contains,unknown,silver,unverified,318,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_COSN_CL_UNKNOWN_522,UNKNOWN_COSN__CL_UNKNOWN_522,Cosn,misc_feature,UNKNOWN,Cosn,unknown,silver,unverified,430,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_COTC_CL_UNKNOWN_436,UNKNOWN_COTC__CL_UNKNOWN_436,Cotc,misc_feature,UNKNOWN,Cotc,unknown,silver,unverified,198,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_COTH_CL_UNKNOWN_437,UNKNOWN_COTH__CL_UNKNOWN_437,Coth,misc_feature,UNKNOWN,Coth,unknown,silver,unverified,135,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_13608f48,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_438,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,8523,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_32a6dbc9,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_439,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,8475,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_a0b6cd80,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_441,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,9147,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_b92fce1e,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_442,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,9099,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_e659fe0e,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_443,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,8376,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_d4d425d2,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_622,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,4282,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_37b70fbd,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_623,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,3873,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CRE_EXPRESSION_CL_e3305529,UNKNOWN_CRE_EXPRESSION__CL_UNKNOWN_624,Cre-Expression,misc_feature,UNKNOWN,Cre-Expression,unknown,silver,unverified,4282,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CYAN_CL_UNKNOWN_525,UNKNOWN_CYAN__CL_UNKNOWN_525,Cyan,misc_feature,UNKNOWN,Cyan,unknown,silver,unverified,714,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CYGJK_CL_UNKNOWN_091,UNKNOWN_CYGJK__CL_UNKNOWN_091,Cygjk,misc_feature,UNKNOWN,Cygjk,unknown,silver,unverified,2325,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_CYS_CL_UNKNOWN_241,UNKNOWN_CYS__CL_UNKNOWN_241,Cys,misc_feature,UNKNOWN,Cys,unknown,silver,unverified,255,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_C_TERMINAL_CL_UNKNOWN_662,UNKNOWN_C_TERMINAL__CL_UNKNOWN_662,C-Terminal,misc_feature,UNKNOWN,C-Terminal,unknown,silver,unverified,549,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_D2PEST_CL_UNKNOWN_504,UNKNOWN_D2PEST__CL_UNKNOWN_504,D2Pest,misc_feature,UNKNOWN,D2Pest,unknown,silver,unverified,129,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DCUR_CL_UNKNOWN_130,UNKNOWN_DCUR__CL_UNKNOWN_130,Dcur,misc_feature,UNKNOWN,Dcur,unknown,silver,unverified,717,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DENDRA2_CL_UNKNOWN_184,UNKNOWN_DENDRA2__CL_UNKNOWN_184,Dendra2,misc_feature,UNKNOWN,Dendra2,unknown,silver,unverified,738,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_020,UNKNOWN_DERIVED__CL_UNKNOWN_020,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,4023,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_039,UNKNOWN_DERIVED__CL_UNKNOWN_039,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,966,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_102,UNKNOWN_DERIVED__CL_UNKNOWN_102,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,600,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_110,UNKNOWN_DERIVED__CL_UNKNOWN_110,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,198,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_112,UNKNOWN_DERIVED__CL_UNKNOWN_112,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,1264,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_113,UNKNOWN_DERIVED__CL_UNKNOWN_113,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,128,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_210,UNKNOWN_DERIVED__CL_UNKNOWN_210,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,5798,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_305,UNKNOWN_DERIVED__CL_UNKNOWN_305,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,447,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_312,UNKNOWN_DERIVED__CL_UNKNOWN_312,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,102,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_372,UNKNOWN_DERIVED__CL_UNKNOWN_372,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,892,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_482,UNKNOWN_DERIVED__CL_UNKNOWN_482,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,2433,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_483,UNKNOWN_DERIVED__CL_UNKNOWN_483,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,245,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_484,UNKNOWN_DERIVED__CL_UNKNOWN_484,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,2215,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_524,UNKNOWN_DERIVED__CL_UNKNOWN_524,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,4090,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_530,UNKNOWN_DERIVED__CL_UNKNOWN_530,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,1362,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_531,UNKNOWN_DERIVED__CL_UNKNOWN_531,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,1815,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_577,UNKNOWN_DERIVED__CL_UNKNOWN_577,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,658,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_586,UNKNOWN_DERIVED__CL_UNKNOWN_586,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,652,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_617,UNKNOWN_DERIVED__CL_UNKNOWN_617,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,3153,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_632,UNKNOWN_DERIVED__CL_UNKNOWN_632,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,1215,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_644,UNKNOWN_DERIVED__CL_UNKNOWN_644,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,2950,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_645,UNKNOWN_DERIVED__CL_UNKNOWN_645,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,2953,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_646,UNKNOWN_DERIVED__CL_UNKNOWN_646,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,2956,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_647,UNKNOWN_DERIVED__CL_UNKNOWN_647,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,1952,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERIVED_CL_UNKNOWN_651,UNKNOWN_DERIVED__CL_UNKNOWN_651,Derived,misc_feature,UNKNOWN,Derived,unknown,silver,unverified,4525,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DERVIED_CL_UNKNOWN_486,UNKNOWN_DERVIED__CL_UNKNOWN_486,Dervied,misc_feature,UNKNOWN,Dervied,unknown,silver,unverified,423,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DHDV_CL_UNKNOWN_092,UNKNOWN_DHDV__CL_UNKNOWN_092,Dhdv,misc_feature,UNKNOWN,Dhdv,unknown,silver,unverified,153,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DPP1_CL_UNKNOWN_418,UNKNOWN_DPP1__CL_UNKNOWN_418,Dpp1,misc_feature,UNKNOWN,Dpp1,unknown,silver,unverified,917,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DROSOPHILA_CL_UNKNOWN_019,UNKNOWN_DROSOPHILA__CL_UNKNOWN_019,Drosophila,misc_feature,UNKNOWN,Drosophila,unknown,silver,unverified,246,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_DUCS_CL_UNKNOWN_125,UNKNOWN_DUCS__CL_UNKNOWN_125,Ducs,misc_feature,UNKNOWN,Ducs,unknown,silver,unverified,665,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ECORV_CL_UNKNOWN_537,UNKNOWN_ECORV__CL_UNKNOWN_537,Ecorv,misc_feature,UNKNOWN,Ecorv,unknown,silver,unverified,5410,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ELEGANS_CL_UNKNOWN_708,UNKNOWN_ELEGANS__CL_UNKNOWN_708,Elegans,misc_feature,UNKNOWN,Elegans,unknown,silver,unverified,369,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ELEGANS_CL_UNKNOWN_714,UNKNOWN_ELEGANS__CL_UNKNOWN_714,Elegans,misc_feature,UNKNOWN,Elegans,unknown,silver,unverified,368,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ELEGANS_CL_UNKNOWN_715,UNKNOWN_ELEGANS__CL_UNKNOWN_715,Elegans,misc_feature,UNKNOWN,Elegans,unknown,silver,unverified,368,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ELEMENT_CL_UNKNOWN_680,UNKNOWN_ELEMENT__CL_UNKNOWN_680,Element,misc_feature,UNKNOWN,Element,unknown,silver,unverified,254,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ELEMENT_CL_UNKNOWN_682,UNKNOWN_ELEMENT__CL_UNKNOWN_682,Element,misc_feature,UNKNOWN,Element,unknown,silver,unverified,607,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_END_CL_UNKNOWN_452,UNKNOWN_END__CL_UNKNOWN_452,End,misc_feature,UNKNOWN,End,unknown,silver,unverified,278,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ENTEROCOCCUS_CL_U_1a6eb573,UNKNOWN_ENTEROCOCCUS__CL_UNKNOWN_244,Enterococcus,misc_feature,UNKNOWN,Enterococcus,unknown,silver,unverified,1154,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ENVZ_CL_UNKNOWN_126,UNKNOWN_ENVZ__CL_UNKNOWN_126,Envz,misc_feature,UNKNOWN,Envz,unknown,silver,unverified,183,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ENVZ_CL_UNKNOWN_129,UNKNOWN_ENVZ__CL_UNKNOWN_129,Envz,misc_feature,UNKNOWN,Envz,unknown,silver,unverified,684,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ERA1_CL_UNKNOWN_350,UNKNOWN_ERA1__CL_UNKNOWN_350,Era1,misc_feature,UNKNOWN,Era1,unknown,silver,unverified,563,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ERG9_CL_UNKNOWN_417,UNKNOWN_ERG9__CL_UNKNOWN_417,Erg9,misc_feature,UNKNOWN,Erg9,unknown,silver,unverified,704,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ESCHERICHIA_CL_UNKNOWN_235,UNKNOWN_ESCHERICHIA__CL_UNKNOWN_235,Escherichia,misc_feature,UNKNOWN,Escherichia,unknown,silver,unverified,210,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_EXPRESSION_CL_UNKNOWN_720,UNKNOWN_EXPRESSION__CL_UNKNOWN_720,Expression,misc_feature,UNKNOWN,Expression,unknown,silver,unverified,270,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FAECALIS_CL_UNKNOWN_236,UNKNOWN_FAECALIS__CL_UNKNOWN_236,Faecalis,misc_feature,UNKNOWN,Faecalis,unknown,silver,unverified,1129,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FDX_CL_UNKNOWN_459,UNKNOWN_FDX__CL_UNKNOWN_459,Fdx,misc_feature,UNKNOWN,Fdx,unknown,silver,unverified,200,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLAG_CL_UNKNOWN_391,UNKNOWN_FLAG__CL_UNKNOWN_391,Flag,misc_feature,UNKNOWN,Flag,unknown,silver,unverified,102,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANK_CL_UNKNOWN_154,UNKNOWN_FLANK__CL_UNKNOWN_154,Flank,misc_feature,UNKNOWN,Flank,unknown,silver,unverified,1633,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANK_CL_UNKNOWN_473,UNKNOWN_FLANK__CL_UNKNOWN_473,Flank,misc_feature,UNKNOWN,Flank,unknown,silver,unverified,1520,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANK_CL_UNKNOWN_474,UNKNOWN_FLANK__CL_UNKNOWN_474,Flank,misc_feature,UNKNOWN,Flank,unknown,silver,unverified,1447,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANKING_CL_UNKNOWN_313,UNKNOWN_FLANKING__CL_UNKNOWN_313,Flanking,misc_feature,UNKNOWN,Flanking,unknown,silver,unverified,995,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANKING_CL_UNKNOWN_314,UNKNOWN_FLANKING__CL_UNKNOWN_314,Flanking,misc_feature,UNKNOWN,Flanking,unknown,silver,unverified,1108,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANKING_CL_UNKNOWN_315,UNKNOWN_FLANKING__CL_UNKNOWN_315,Flanking,misc_feature,UNKNOWN,Flanking,unknown,silver,unverified,883,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANKING_CL_UNKNOWN_316,UNKNOWN_FLANKING__CL_UNKNOWN_316,Flanking,misc_feature,UNKNOWN,Flanking,unknown,silver,unverified,886,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANKING_CL_UNKNOWN_535,UNKNOWN_FLANKING__CL_UNKNOWN_535,Flanking,misc_feature,UNKNOWN,Flanking,unknown,silver,unverified,2091,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FLANKING_CL_UNKNOWN_576,UNKNOWN_FLANKING__CL_UNKNOWN_576,Flanking,misc_feature,UNKNOWN,Flanking,unknown,silver,unverified,496,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FNR_CL_UNKNOWN_269,UNKNOWN_FNR__CL_UNKNOWN_269,Fnr,misc_feature,UNKNOWN,Fnr,unknown,silver,unverified,1158,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FNR_CL_UNKNOWN_271,UNKNOWN_FNR__CL_UNKNOWN_271,Fnr,misc_feature,UNKNOWN,Fnr,unknown,silver,unverified,1209,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FRAGMENT_CL_UNKNOWN_343,UNKNOWN_FRAGMENT__CL_UNKNOWN_343,Fragment,misc_feature,UNKNOWN,Fragment,unknown,silver,unverified,2410,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_488,UNKNOWN_FROM__CL_UNKNOWN_488,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,279,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_489,UNKNOWN_FROM__CL_UNKNOWN_489,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,543,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_543,UNKNOWN_FROM__CL_UNKNOWN_543,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,2293,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_581,UNKNOWN_FROM__CL_UNKNOWN_581,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,1791,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_582,UNKNOWN_FROM__CL_UNKNOWN_582,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,499,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_583,UNKNOWN_FROM__CL_UNKNOWN_583,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,728,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_664,UNKNOWN_FROM__CL_UNKNOWN_664,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,101,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_665,UNKNOWN_FROM__CL_UNKNOWN_665,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,2246,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_666,UNKNOWN_FROM__CL_UNKNOWN_666,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,8274,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_667,UNKNOWN_FROM__CL_UNKNOWN_667,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,250,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_668,UNKNOWN_FROM__CL_UNKNOWN_668,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,8305,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_669,UNKNOWN_FROM__CL_UNKNOWN_669,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,405,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_670,UNKNOWN_FROM__CL_UNKNOWN_670,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,1939,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_671,UNKNOWN_FROM__CL_UNKNOWN_671,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,4362,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_FROM_CL_UNKNOWN_672,UNKNOWN_FROM__CL_UNKNOWN_672,From,misc_feature,UNKNOWN,From,unknown,silver,unverified,150,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GAL1_CL_UNKNOWN_351,UNKNOWN_GAL1__CL_UNKNOWN_351,Gal1,misc_feature,UNKNOWN,Gal1,unknown,silver,unverified,453,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GANA_CL_UNKNOWN_232,UNKNOWN_GANA__CL_UNKNOWN_232,Gana,misc_feature,UNKNOWN,Gana,unknown,silver,unverified,500,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GANA_CL_UNKNOWN_238,UNKNOWN_GANA__CL_UNKNOWN_238,Gana,misc_feature,UNKNOWN,Gana,unknown,silver,unverified,500,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GANB_CL_UNKNOWN_231,UNKNOWN_GANB__CL_UNKNOWN_231,Ganb,misc_feature,UNKNOWN,Ganb,unknown,silver,unverified,1290,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GANP_CL_UNKNOWN_239,UNKNOWN_GANP__CL_UNKNOWN_239,Ganp,misc_feature,UNKNOWN,Ganp,unknown,silver,unverified,736,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GAPDH_CL_UNKNOWN_323,UNKNOWN_GAPDH__CL_UNKNOWN_323,Gapdh,misc_feature,UNKNOWN,Gapdh,unknown,silver,unverified,3338,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GATEWAY_CL_UNKNOWN_641,UNKNOWN_GATEWAY__CL_UNKNOWN_641,Gateway,misc_feature,UNKNOWN,Gateway,unknown,silver,unverified,1771,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GBD_CL_UNKNOWN_282,UNKNOWN_GBD__CL_UNKNOWN_282,Gbd,misc_feature,UNKNOWN,Gbd,unknown,silver,unverified,446,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GENEIOUS_CL_UNKNOWN_177,UNKNOWN_GENEIOUS__CL_UNKNOWN_177,Geneious,misc_feature,UNKNOWN,Geneious,unknown,silver,unverified,1589,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GENEIOUS_CL_UNKNOWN_178,UNKNOWN_GENEIOUS__CL_UNKNOWN_178,Geneious,misc_feature,UNKNOWN,Geneious,unknown,silver,unverified,384,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GENEIOUS_CL_UNKNOWN_180,UNKNOWN_GENEIOUS__CL_UNKNOWN_180,Geneious,misc_feature,UNKNOWN,Geneious,unknown,silver,unverified,651,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GENEIOUS_CL_UNKNOWN_181,UNKNOWN_GENEIOUS__CL_UNKNOWN_181,Geneious,misc_feature,UNKNOWN,Geneious,unknown,silver,unverified,579,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GEPHYRIN_FINGR_CL_a834a8b1,UNKNOWN_GEPHYRIN_FINGR__CL_UNKNOWN_121,Gephyrin.Fingr,misc_feature,UNKNOWN,Gephyrin.Fingr,unknown,silver,unverified,294,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GLUC59_CL_UNKNOWN_291,UNKNOWN_GLUC59__CL_UNKNOWN_291,Gluc59,misc_feature,UNKNOWN,Gluc59,unknown,silver,unverified,291,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GLUTATHIONE_CL_UNKNOWN_076,UNKNOWN_GLUTATHIONE__CL_UNKNOWN_076,Glutathione,misc_feature,UNKNOWN,Glutathione,unknown,silver,unverified,654,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GRNA_CL_UNKNOWN_079,UNKNOWN_GRNA__CL_UNKNOWN_079,Grna,misc_feature,UNKNOWN,Grna,unknown,silver,unverified,825,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GRNA1_CL_UNKNOWN_428,UNKNOWN_GRNA1__CL_UNKNOWN_428,Grna1,misc_feature,UNKNOWN,Grna1,unknown,silver,unverified,362,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GRNA1_CL_UNKNOWN_430,UNKNOWN_GRNA1__CL_UNKNOWN_430,Grna1,misc_feature,UNKNOWN,Grna1,unknown,silver,unverified,104,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GRNA2_CL_UNKNOWN_429,UNKNOWN_GRNA2__CL_UNKNOWN_429,Grna2,misc_feature,UNKNOWN,Grna2,unknown,silver,unverified,104,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_GRNA3_CL_UNKNOWN_427,UNKNOWN_GRNA3__CL_UNKNOWN_427,Grna3,misc_feature,UNKNOWN,Grna3,unknown,silver,unverified,104,u|n|k|n|o|w|n
